ruri,ruri_user,ruri_domain,from_user,from_domain,from_tag,to_user,contact_user,callid,content_type,user_agent,source_ip,source_port,destination_port,contact_ip,contact_port,toll_fraud
sip:548011441548897532@13.57.9.131,548011441548897532,13.57.9.131,20009,13.57.9.131,47ff8a7b,548011441548897532,20009,c7425dab9c03d78fc72c1c857e1a52ce,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:549011441548897532@13.57.9.131,549011441548897532,13.57.9.131,20009,13.57.9.131,b451db28,549011441548897532,20009,c31995607fe426a677e69a492b934a29,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:258011972592277524@13.57.9.131,258011972592277524,13.57.9.131,25801113579131,13.57.9.131,64371738,258011972592277524,25801113579131,709996518-1409964834-79824459,application/sdp,pplsip,51.15.144.191,63258,5060,212.129.10.158,63258,1
sip:550011441548897532@13.57.9.131,550011441548897532,13.57.9.131,20009,13.57.9.131,1d445127,550011441548897532,20009,172a6743971786ba0e80f8237ba28111,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:551011441548897532@13.57.9.131,551011441548897532,13.57.9.131,20009,13.57.9.131,4df99cc9,551011441548897532,20009,d0145c8cc33de9dbfe4ef51383ecc65c,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:12011972592277524@13.57.9.131,12011972592277524,13.57.9.131,1201113579131,13.57.9.131,1269876452,12011972592277524,1201113579131,1346642554-359987657-1676033869,application/sdp,pplsip,51.15.144.191,65252,5060,212.129.10.158,65252,1
sip:552011441548897532@13.57.9.131,552011441548897532,13.57.9.131,20009,13.57.9.131,35d4d39a,552011441548897532,20009,ec8c272a4897f0885ed5cf70c3ea9901,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:13011972592277524@13.57.9.131,13011972592277524,13.57.9.131,1301113579131,13.57.9.131,381774516,13011972592277524,1301113579131,890681976-2047855643-1626874073,application/sdp,pplsip,51.15.144.191,50852,5060,212.129.10.158,50852,1
sip:553011441548897532@13.57.9.131,553011441548897532,13.57.9.131,20009,13.57.9.131,3923e5da,553011441548897532,20009,6ec7a616ff448c033db089e20c023758,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:554011441548897532@13.57.9.131,554011441548897532,13.57.9.131,20009,13.57.9.131,52998bad,554011441548897532,20009,05dd718d256d767a764c68d83d01407a,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:14011972592277524@13.57.9.131,14011972592277524,13.57.9.131,1401113579131,13.57.9.131,1436154470,14011972592277524,1401113579131,1882221709-1245728959-1587050551,application/sdp,pplsip,51.15.144.191,53315,5060,212.129.10.158,53315,1
sip:556011441548897532@13.57.9.131,556011441548897532,13.57.9.131,20009,13.57.9.131,8a6fff08,556011441548897532,20009,d24121abac067d4f9efc13aa39d14939,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:557011441548897532@13.57.9.131,557011441548897532,13.57.9.131,20009,13.57.9.131,b36ebb5a,557011441548897532,20009,e8524b9f1b448ac792545db667be5ca7,application/sdp,sipcli/v1.8,192.99.38.121,5076,5060,192.99.38.121,5076,1
sip:15011972592277524@13.57.9.131,15011972592277524,13.57.9.131,1501113579131,13.57.9.131,1501564610,15011972592277524,1501113579131,297229831-1142017935-1271503843,application/sdp,pplsip,51.15.144.191,61357,5060,212.129.10.158,61357,1
sip:558011441548897532@13.57.9.131,558011441548897532,13.57.9.131,20009,13.57.9.131,b74a5bfe,558011441548897532,20009,9bc1648a5848308a8b75c8c3dca1b59b,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:559011441548897532@13.57.9.131,559011441548897532,13.57.9.131,20009,13.57.9.131,344204ad,559011441548897532,20009,2bf6a234dadd934eee1846efbbda0647,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:16011972592277524@13.57.9.131,16011972592277524,13.57.9.131,1601113579131,13.57.9.131,929311190,16011972592277524,1601113579131,226487521-493983715-999454447,application/sdp,pplsip,51.15.144.191,63584,5060,212.129.10.158,63584,1
sip:560011441548897532@13.57.9.131,560011441548897532,13.57.9.131,20009,13.57.9.131,c0010c9a,560011441548897532,20009,7f845e860251f777e080f21c75b9847a,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:17011972592277524@13.57.9.131,17011972592277524,13.57.9.131,1701113579131,13.57.9.131,1997405051,17011972592277524,1701113579131,1281245190-1843177729-1565258157,application/sdp,pplsip,51.15.144.191,49196,5060,212.129.10.158,49196,1
sip:561011441548897532@13.57.9.131,561011441548897532,13.57.9.131,20009,13.57.9.131,5ae84054,561011441548897532,20009,14c30ebc29f92c32ce4e11b6418a73fc,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:562011441548897532@13.57.9.131,562011441548897532,13.57.9.131,20009,13.57.9.131,0b0b1584,562011441548897532,20009,def5acf083bc3a25049b7f4329eb3a0c,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:18011972592277524@13.57.9.131,18011972592277524,13.57.9.131,1801113579131,13.57.9.131,1901309301,18011972592277524,1801113579131,837883290-1455574981-77183324,application/sdp,pplsip,51.15.144.191,51177,5060,212.129.10.158,51177,1
sip:563011441548897532@13.57.9.131,563011441548897532,13.57.9.131,20009,13.57.9.131,f847575b,563011441548897532,20009,1609be25d40adf805dc7edb3bfa04afa,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:564011441548897532@13.57.9.131,564011441548897532,13.57.9.131,20009,13.57.9.131,2987c987,564011441548897532,20009,b3f11873a66163a53b9c7c3d26eeb6de,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:19011972592277524@13.57.9.131,19011972592277524,13.57.9.131,1901113579131,13.57.9.131,429637222,19011972592277524,1901113579131,251453139-1721721130-1013979639,application/sdp,pplsip,51.15.144.191,62010,5060,212.129.10.158,62010,1
sip:565011441548897532@13.57.9.131,565011441548897532,13.57.9.131,20009,13.57.9.131,9478360a,565011441548897532,20009,fd7e35aeff35fee97b98800490a5b71e,application/sdp,sipcli/v1.8,192.99.38.121,5072,5060,192.99.38.121,5072,1
sip:101972592277524@13.57.9.131,101972592277524,13.57.9.131,10113579131,13.57.9.131,2048283809,101972592277524,10113579131,1800697984-991740211-1881228161,application/sdp,pplsip,51.15.144.191,54498,5060,212.129.10.158,54498,1
sip:566011441548897532@13.57.9.131,566011441548897532,13.57.9.131,20009,13.57.9.131,27b43cbf,566011441548897532,20009,d58613924af2081655893d8a59127e26,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:567011441548897532@13.57.9.131,567011441548897532,13.57.9.131,20009,13.57.9.131,b7b6d9a4,567011441548897532,20009,11d4eeaa4288006b2af796a5619f5cc1,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:1001972592277524@13.57.9.131,1001972592277524,13.57.9.131,100113579131,13.57.9.131,4598412,1001972592277524,100113579131,1194223869-1905726202-488390383,application/sdp,pplsip,51.15.144.191,56481,5060,212.129.10.158,56481,1
sip:568011441548897532@13.57.9.131,568011441548897532,13.57.9.131,20009,13.57.9.131,6.82E+10,568011441548897532,20009,ca1a80a9e0cf29bbb06926e51071bff8,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:569011441548897532@13.57.9.131,569011441548897532,13.57.9.131,20009,13.57.9.131,901e8a1e,569011441548897532,20009,00c9058d1522467e547073d24dcd9093,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:901972592277524@13.57.9.131,901972592277524,13.57.9.131,90113579131,13.57.9.131,688983643,901972592277524,90113579131,1098334506-1849174484-983050367,application/sdp,pplsip,51.15.144.191,58466,5060,212.129.10.158,58466,1
sip:011972592277524@13.57.9.131,11972592277524,13.57.9.131,1113579131,13.57.9.131,1457133326,11972592277524,1113579131,2049243518-433450327-654149622,application/sdp,pplsip,51.15.144.191,54529,5060,212.129.10.158,54529,1
sip:570011441548897532@13.57.9.131,570011441548897532,13.57.9.131,20009,13.57.9.131,a8db4263,570011441548897532,20009,12b70e2dd8e7fb8d0fab96f42c56ce91,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:571011441548897532@13.57.9.131,571011441548897532,13.57.9.131,20009,13.57.9.131,1b1b6248,571011441548897532,20009,6c3a993fec231750244123b14f1c10d1,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:+972592277524@13.57.9.131,+972592277524,13.57.9.131,+13579131,13.57.9.131,1040095968,+972592277524,+13579131,808545605-1503123077-2004014035,application/sdp,pplsip,51.15.144.191,49439,5060,212.129.10.158,49439,1
sip:572011441548897532@13.57.9.131,572011441548897532,13.57.9.131,20009,13.57.9.131,0a4a9139,572011441548897532,20009,91feee2ef571a98785d5bfc977f6d70b,application/sdp,sipcli/v1.8,192.99.38.121,5076,5060,192.99.38.121,5076,1
sip:573011441548897532@13.57.9.131,573011441548897532,13.57.9.131,20009,13.57.9.131,0b8af472,573011441548897532,20009,8d7042f0bb9f5137a1ee84e548c53601,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:9011972592277524@13.57.9.131,9011972592277524,13.57.9.131,901113579131,13.57.9.131,749416890,9011972592277524,901113579131,1018742833-2026081954-1845984809,application/sdp,pplsip,51.15.144.191,51997,5060,212.129.10.158,51997,1
sip:574011441548897532@13.57.9.131,574011441548897532,13.57.9.131,20009,13.57.9.131,2ca96924,574011441548897532,20009,b419ca3d4695725925ced604c1f0bccb,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:8011972592277524@13.57.9.131,8011972592277524,13.57.9.131,801113579131,13.57.9.131,1071037420,8011972592277524,801113579131,413351657-226788348-165264517,application/sdp,pplsip,51.15.144.191,54221,5060,212.129.10.158,54221,1
sip:575011441548897532@13.57.9.131,575011441548897532,13.57.9.131,20009,13.57.9.131,ab6773a9,575011441548897532,20009,616326be3a62cfcecfb90a2b0e5b0bcf,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:576011441548897532@13.57.9.131,576011441548897532,13.57.9.131,20009,13.57.9.131,2662a9c5,576011441548897532,20009,d8ec74626c622b49139504e30677af87,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:7011972592277524@13.57.9.131,7011972592277524,13.57.9.131,701113579131,13.57.9.131,1771321112,7011972592277524,701113579131,1190594609-653009544-1136516902,application/sdp,pplsip,51.15.144.191,56791,5060,212.129.10.158,56791,1
sip:577011441548897532@13.57.9.131,577011441548897532,13.57.9.131,20009,13.57.9.131,af6031e8,577011441548897532,20009,478f978fb1e259d0939fd8d70f91ed21,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:578011441548897532@13.57.9.131,578011441548897532,13.57.9.131,20009,13.57.9.131,98881c6e,578011441548897532,20009,5475aae316b71c1c9039491ceb121341,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:6011972592277524@13.57.9.131,6011972592277524,13.57.9.131,601113579131,13.57.9.131,486451509,6011972592277524,601113579131,125980127-328994398-1696189501,application/sdp,pplsip,51.15.144.191,53111,5060,212.129.10.158,53111,1
sip:579011441548897532@13.57.9.131,579011441548897532,13.57.9.131,20009,13.57.9.131,f3bd4a19,579011441548897532,20009,916028c871b58f38930800306e6a1ac5,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:580011441548897532@13.57.9.131,580011441548897532,13.57.9.131,20009,13.57.9.131,0a0968a2,580011441548897532,20009,1153e9b2c3e6b97fe82977bdf233bd4f,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:5011972592277524@13.57.9.131,5011972592277524,13.57.9.131,501113579131,13.57.9.131,973583005,5011972592277524,501113579131,2147359045-1733317158-397894971,application/sdp,pplsip,51.15.144.191,61279,5060,212.129.10.158,61279,1
sip:581011441548897532@13.57.9.131,581011441548897532,13.57.9.131,20009,13.57.9.131,655ac08e,581011441548897532,20009,cace2be03c26ef72029295ee59a96a1b,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:4011972592277524@13.57.9.131,4011972592277524,13.57.9.131,401113579131,13.57.9.131,657251090,4011972592277524,401113579131,1405300939-1258383248-55522073,application/sdp,pplsip,51.15.144.191,51993,5060,212.129.10.158,51993,1
sip:582011441548897532@13.57.9.131,582011441548897532,13.57.9.131,20009,13.57.9.131,15b9474d,582011441548897532,20009,652b7becc30b6d5a65d8eec3b337a345,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:583011441548897532@13.57.9.131,583011441548897532,13.57.9.131,20009,13.57.9.131,a032c3e3,583011441548897532,20009,7151448523318937ebb867a833ee1a1f,application/sdp,sipcli/v1.8,192.99.38.121,5090,5060,192.99.38.121,5090,1
sip:3011972592277524@13.57.9.131,3011972592277524,13.57.9.131,301113579131,13.57.9.131,949572969,3011972592277524,301113579131,1836208524-1842427564-472706657,application/sdp,pplsip,51.15.144.191,60046,5060,212.129.10.158,60046,1
sip:584011441548897532@13.57.9.131,584011441548897532,13.57.9.131,20009,13.57.9.131,1fc108ef,584011441548897532,20009,cf24b8c023f5f3f84940f80b24ac27b9,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:585011441548897532@13.57.9.131,585011441548897532,13.57.9.131,20009,13.57.9.131,7873bd69,585011441548897532,20009,beb5880d443e912fadc2c9803ee38994,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:2011972592277524@13.57.9.131,2011972592277524,13.57.9.131,201113579131,13.57.9.131,1978796980,2011972592277524,201113579131,1811452417-588071199-397004092,application/sdp,pplsip,51.15.144.191,57144,5060,212.129.10.158,57144,1
sip:586011441548897532@13.57.9.131,586011441548897532,13.57.9.131,20009,13.57.9.131,7a571596,586011441548897532,20009,d4692b2843f4bfd819f15930ba878f59,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:587011441548897532@13.57.9.131,587011441548897532,13.57.9.131,20009,13.57.9.131,b7c57d02,587011441548897532,20009,ebb4a6d86ece26362ee83a0f807a11da,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:1011972592277524@13.57.9.131,1011972592277524,13.57.9.131,101113579131,13.57.9.131,1612389452,1011972592277524,101113579131,702580347-1805864826-214718322,application/sdp,pplsip,51.15.144.191,59125,5060,212.129.10.158,59125,1
sip:588011441548897532@13.57.9.131,588011441548897532,13.57.9.131,20009,13.57.9.131,8e34f79f,588011441548897532,20009,62161011eb023de3345384a35ed9de6b,application/sdp,sipcli/v1.8,192.99.38.121,5076,5060,192.99.38.121,5076,1
sip:00972592277524@13.57.9.131,972592277524,13.57.9.131,13579131,13.57.9.131,1753468537,972592277524,13579131,1784607749-824867635-2003165528,application/sdp,pplsip,51.15.144.191,59256,5060,212.129.10.158,59256,1
sip:589011441548897532@13.57.9.131,589011441548897532,13.57.9.131,20009,13.57.9.131,89ef3d24,589011441548897532,20009,7be98e5611a307126a3e75f4afd6e2f8,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:590011441548897532@13.57.9.131,590011441548897532,13.57.9.131,20009,13.57.9.131,35bc266d,590011441548897532,20009,6529dd3a5f53292df58385ce294d2c2c,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:000972592277524@13.57.9.131,972592277524,13.57.9.131,13579131,13.57.9.131,958365701,972592277524,13579131,1220391482-2038641798-262489288,application/sdp,pplsip,51.15.144.191,61002,5060,212.129.10.158,61002,1
sip:591011441548897532@13.57.9.131,591011441548897532,13.57.9.131,20009,13.57.9.131,109d81a4,591011441548897532,20009,c4954de2a8d9683f38856b8779b926c8,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:011972592277524@13.57.9.131,11972592277524,13.57.9.131,1113579131,13.57.9.131,10530741,11972592277524,1113579131,1047107223-1859711056-547139337,application/sdp,pplsip,51.15.144.191,55788,5060,212.129.10.158,55788,1
sip:592011441548897532@13.57.9.131,592011441548897532,13.57.9.131,20009,13.57.9.131,a2a7748b,592011441548897532,20009,f9b0b4473abe8a33079a442e953ee71d,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:593011441548897532@13.57.9.131,593011441548897532,13.57.9.131,20009,13.57.9.131,c379fdd0,593011441548897532,20009,1958a6b0eda887304cce619e96e0fe25,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:+972592277524@13.57.9.131,+972592277524,13.57.9.131,+13579131,13.57.9.131,664617248,+972592277524,+13579131,1237577327-805402818-859320345,application/sdp,pplsip,51.15.144.191,53454,5060,212.129.10.158,53454,1
sip:594011441548897532@13.57.9.131,594011441548897532,13.57.9.131,20009,13.57.9.131,8a119c01,594011441548897532,20009,81505b876bb3a786e8c49676f0726c93,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:9011972592277524@13.57.9.131,9011972592277524,13.57.9.131,901113579131,13.57.9.131,1424580141,9011972592277524,901113579131,904116154-146918320-1174138762,application/sdp,pplsip,51.15.144.191,55668,5060,212.129.10.158,55668,1
sip:595011441548897532@13.57.9.131,595011441548897532,13.57.9.131,20009,13.57.9.131,fc1f64ac,595011441548897532,20009,6c23655c9ae872e7d16e17662f6e2a29,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:596011441548897532@13.57.9.131,596011441548897532,13.57.9.131,20009,13.57.9.131,8f738218,596011441548897532,20009,4e583fca8f7b01434887a195c9ecd92f,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:8011972592277524@13.57.9.131,8011972592277524,13.57.9.131,801113579131,13.57.9.131,2146617436,8011972592277524,801113579131,1435569420-1031007522-883831943,application/sdp,pplsip,51.15.144.191,57763,5060,212.129.10.158,57763,1
sip:597011441548897532@13.57.9.131,597011441548897532,13.57.9.131,20009,13.57.9.131,fc5f6ae4,597011441548897532,20009,82a0970ca5a9e7e8c9756c76a6058d66,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:598011441548897532@13.57.9.131,598011441548897532,13.57.9.131,20009,13.57.9.131,cfb0aad0,598011441548897532,20009,52fb97be7a2fdebfdf227010c03acaa0,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:7011972592277524@13.57.9.131,7011972592277524,13.57.9.131,701113579131,13.57.9.131,1576671635,7011972592277524,701113579131,985887690-1327102211-1334110583,application/sdp,pplsip,51.15.144.191,59954,5060,212.129.10.158,59954,1
sip:599011441548897532@13.57.9.131,599011441548897532,13.57.9.131,20009,13.57.9.131,723c1d0d,599011441548897532,20009,a6fe475fd1dea6fc60b9e193cd834a47,application/sdp,sipcli/v1.8,192.99.38.121,5076,5060,192.99.38.121,5076,1
sip:600011441548897532@13.57.9.131,600011441548897532,13.57.9.131,20009,13.57.9.131,5a3a0d72,600011441548897532,20009,7b7d10612a22a3a27029405257b813cb,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:6011972592277524@13.57.9.131,6011972592277524,13.57.9.131,601113579131,13.57.9.131,275802177,6011972592277524,601113579131,623017274-1106817930-808978702,application/sdp,pplsip,51.15.144.191,65412,5060,212.129.10.158,65412,1
sip:601011441548897532@13.57.9.131,601011441548897532,13.57.9.131,20009,13.57.9.131,2a0f07d6,601011441548897532,20009,1d4a6757e4cfbfc4d51a3445eba18a3f,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:5011972592277524@13.57.9.131,5011972592277524,13.57.9.131,501113579131,13.57.9.131,103891306,5011972592277524,501113579131,1698920772-1200144721-2006404592,application/sdp,pplsip,51.15.144.191,50769,5060,212.129.10.158,50769,1
sip:602011441548897532@13.57.9.131,602011441548897532,13.57.9.131,20009,13.57.9.131,828a96cd,602011441548897532,20009,7eca45c375b11a3f988d68caa3cf807f,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:603011441548897532@13.57.9.131,603011441548897532,13.57.9.131,20009,13.57.9.131,33511f8d,603011441548897532,20009,b77824435a1be7e9dbed5e2ad192be6f,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:4011972592277524@13.57.9.131,4011972592277524,13.57.9.131,401113579131,13.57.9.131,1803470069,4011972592277524,401113579131,84626492-1044189890-1249120380,application/sdp,pplsip,51.15.144.191,52520,5060,212.129.10.158,52520,1
sip:604011441548897532@13.57.9.131,604011441548897532,13.57.9.131,20009,13.57.9.131,721c8140,604011441548897532,20009,6aa231ae6e56bb36210408207c5bc022,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:3011972592277524@13.57.9.131,3011972592277524,13.57.9.131,301113579131,13.57.9.131,1640064431,3011972592277524,301113579131,452789692-157107586-209652438,application/sdp,pplsip,51.15.144.191,54274,5060,212.129.10.158,54274,1
sip:605011441548897532@13.57.9.131,605011441548897532,13.57.9.131,20009,13.57.9.131,4e22c624,605011441548897532,20009,c3c91cc54c501233cfaa77b06f34ec0c,application/sdp,sipcli/v1.8,192.99.38.121,5081,5060,192.99.38.121,5081,1
sip:607011441548897532@13.57.9.131,607011441548897532,13.57.9.131,20009,13.57.9.131,bc53a36e,607011441548897532,20009,95ea0c9fece897c360bea32865c129a3,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:2011972592277524@13.57.9.131,2011972592277524,13.57.9.131,201113579131,13.57.9.131,1733322380,2011972592277524,201113579131,573617256-872433447-58781857,application/sdp,pplsip,51.15.144.191,63116,5060,212.129.10.158,63116,1
sip:608011441548897532@13.57.9.131,608011441548897532,13.57.9.131,20009,13.57.9.131,747dd521,608011441548897532,20009,113bd90a22789ec1111090225e7bc1fa,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:1011972592277524@13.57.9.131,1011972592277524,13.57.9.131,101113579131,13.57.9.131,1696115056,1011972592277524,101113579131,799740326-1219968699-1391062378,application/sdp,pplsip,51.15.144.191,65270,5060,212.129.10.158,65270,1
sip:609011441548897532@13.57.9.131,609011441548897532,13.57.9.131,20009,13.57.9.131,e6f79ac6,609011441548897532,20009,66d9808eb0fcfa40fad80acfe4ea22ce,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:610011441548897532@13.57.9.131,610011441548897532,13.57.9.131,20009,13.57.9.131,3efbf3a8,610011441548897532,20009,7e5c033ee696d71abfeaa4eb50bd95f5,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:00972592277524@13.57.9.131,972592277524,13.57.9.131,13579131,13.57.9.131,1981344390,972592277524,13579131,983958541-1300075291-2143829539,application/sdp,pplsip,51.15.144.191,50643,5060,212.129.10.158,50643,1
sip:611011441548897532@13.57.9.131,611011441548897532,13.57.9.131,20009,13.57.9.131,60ff9be0,611011441548897532,20009,147ec98ab91d31b04308e44e90074b75,application/sdp,sipcli/v1.8,192.99.38.121,5074,5060,192.99.38.121,5074,1
sip:612011441548897532@13.57.9.131,612011441548897532,13.57.9.131,20009,13.57.9.131,587fedd4,612011441548897532,20009,f69481956bab1587edfaad83244a5764,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:000972592277524@13.57.9.131,972592277524,13.57.9.131,13579131,13.57.9.131,1636087117,972592277524,13579131,493193452-585045597-1755430998,application/sdp,pplsip,51.15.144.191,52397,5060,212.129.10.158,52397,1
sip:613011441548897532@13.57.9.131,613011441548897532,13.57.9.131,20009,13.57.9.131,8004d1c5,613011441548897532,20009,836cb949ae9c3808649d31ff708dd626,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:810972592277524@13.57.9.131,810972592277524,13.57.9.131,81013579131,13.57.9.131,1643900769,810972592277524,81013579131,1042463409-377838066-1781864055,application/sdp,pplsip,51.15.144.191,57588,5060,212.129.10.158,57588,1
sip:614011441548897532@13.57.9.131,614011441548897532,13.57.9.131,20009,13.57.9.131,880c44bd,614011441548897532,20009,cbbc037c4636350b2115f60c71e4bd53,application/sdp,sipcli/v1.8,192.99.38.121,5076,5060,192.99.38.121,5076,1
sip:615011441548897532@13.57.9.131,615011441548897532,13.57.9.131,20009,13.57.9.131,11d61b36,615011441548897532,20009,85e83ebcb7af5813bd180280da3b51f6,application/sdp,sipcli/v1.8,192.99.38.121,5071,5060,192.99.38.121,5071,1
sip:9810972592277524@13.57.9.131,9810972592277524,13.57.9.131,981013579131,13.57.9.131,1918928671,9810972592277524,981013579131,554312446-2067195135-155741475,application/sdp,pplsip,51.15.144.191,59341,5060,212.129.10.158,59341,1
sip:616011441548897532@13.57.9.131,616011441548897532,13.57.9.131,20009,13.57.9.131,0571c5c0,616011441548897532,20009,415435eaa436a1bfd03af965d978c475,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:617011441548897532@13.57.9.131,617011441548897532,13.57.9.131,20009,13.57.9.131,2470f2c4,617011441548897532,20009,fa92fe0933af36c2816314c8a4a66d70,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
sip:91011972592277524@13.57.9.131,91011972592277524,13.57.9.131,9101113579131,13.57.9.131,565796906,91011972592277524,9101113579131,1791499553-1553872184-2068160762,application/sdp,pplsip,51.15.144.191,61293,5060,212.129.10.158,61293,1
sip:0031203697460@13.57.9.131:5060;transport=UDP,31203697460,13.57.9.131,8892525622,13.57.9.131,ig249g8h,31203697460,8892525622,ChHSa7vhPTlSZGsb2Z3Ly7..,application/sdp,caller,185.107.83.35,16837,5060,185.107.83.35,5060,1
sip:618011441548897532@13.57.9.131,618011441548897532,13.57.9.131,20009,13.57.9.131,27959da7,618011441548897532,20009,748cab33db0ffce9dd8287b8f488d14c,application/sdp,sipcli/v1.8,192.99.38.121,5076,5060,192.99.38.121,5076,1
sip:31203697460@13.57.9.131:5060;transport=UDP,31203697460,13.57.9.131,8892525622,13.57.9.131,4syot498,31203697460,8892525622,fGEMogqfU3BOs8GEbksnHm..,application/sdp,caller,185.107.83.35,38878,5060,185.107.83.35,5060,1
sip:81011972592277524@13.57.9.131,81011972592277524,13.57.9.131,8101113579131,13.57.9.131,1878570508,81011972592277524,8101113579131,1561599980-1528258857-541794257,application/sdp,pplsip,51.15.144.191,63601,5060,212.129.10.158,63601,1
sip:619011441548897532@13.57.9.131,619011441548897532,13.57.9.131,20009,13.57.9.131,9a807ee6,619011441548897532,20009,2f3d54f5034afbdf08fb4ad25634e4e3,application/sdp,sipcli/v1.8,192.99.38.121,5070,5060,192.99.38.121,5070,1
